OBJECTID,ZONE_CODE,DIV_CODE,AREA_NAME,LOC_NAME,STREET_NAM,BIN_NO,LATITUDE,LONGTITUDE,LONGITUDE_POINT,LATITUDE_POINT,BIN_STATUS
363,W35,CG008,Tambaram,"GST Road Tambaram, Tambaram",GST Road Tambaram,CHGL-10442,12.922168,80.135135,80.135135,12.922168,Full
364,W35,CG004,Chromepet,"GST Road Chromepet, Chromepet",GST Road Chromepet,CHGL-10879,12.958396,80.134316,80.134316,12.958396,Empty
365,W21,CG004,Mambakkam,"Mambakkam Village Road, Mambakkam",Mambakkam Village Road,CHGL-10316,12.879001,80.116567,80.116567,12.879001,Half Full
366,W7,CG004,Kelambakkam,"Kelambakkam Market Area, Kelambakkam",Kelambakkam Market Area,CHGL-10103,12.791922,80.21398,80.21398,12.791922,Half Full
367,W8,CG007,Perungalathur,"GST Road Perungalathur, Perungalathur",GST Road Perungalathur,CHGL-10829,12.926367,80.099779,80.099779,12.926367,Full
368,W31,CG006,Vandalur,"Urapakkam-Vandalur Road, Vandalur",Urapakkam-Vandalur Road,CHGL-10238,12.90962,80.0762,80.0762,12.90962,Half Full
369,W37,CG004,Pallavaram,"GST Road Pallavaram, Pallavaram",GST Road Pallavaram,CHGL-10980,12.986795,80.144179,80.144179,12.986795,Full
370,W29,CG008,Tambaram,"West Tambaram, Tambaram",West Tambaram,CHGL-10409,12.935324,80.131611,80.131611,12.935324,Half Full
371,W23,CG001,Navlur,"Navlur Main Road, Navlur",Navlur Main Road,CHGL-10064,12.849152,80.227464,80.227464,12.849152,Full
372,W14,CG005,Maraimalai Nagar,"GST Road Maraimalai Nagar, Maraimalai Nagar",GST Road Maraimalai Nagar,CHGL-10724,12.795362,80.034347,80.034347,12.795362,Full
373,W40,CG005,Maraimalai Nagar,"GST Road Maraimalai Nagar, Maraimalai Nagar",GST Road Maraimalai Nagar,CHGL-10692,12.796147,80.038983,80.038983,12.796147,Empty
374,W44,CG006,Vandalur,"Vandalur Lake Road, Vandalur",Vandalur Lake Road,CHGL-10259,12.897473,80.084533,80.084533,12.897473,Full
375,W9,CG001,Navlur,"OMR Service Road, Navlur",OMR Service Road,CHGL-10005,12.85933,80.231278,80.231278,12.85933,Empty
376,W19,CG001,Navlur,"Navlur Main Road, Navlur",Navlur Main Road,CHGL-10036,12.855464,80.22839,80.22839,12.855464,Full
377,W13,CG004,Thiruporur,"Thiruporur Bazaar, Thiruporur",Thiruporur Bazaar,CHGL-10166,12.759504,80.191764,80.191764,12.759504,Full
378,W9,CG004,Thiruporur,"Mamallapuram Road, Thiruporur",Mamallapuram Road,CHGL-10174,12.742165,80.191256,80.191256,12.742165,Full
379,W45,CG004,Pallavaram,"Pallavaram Market, Pallavaram",Pallavaram Market,CHGL-11015,12.982889,80.150375,80.150375,12.982889,Half Full
380,W49,CG008,Tambaram,"GST Road Tambaram, Tambaram",GST Road Tambaram,CHGL-10467,12.923842,80.128361,80.128361,12.923842,Half Full
381,W37,CG004,Chromepet,"Chromepet Industrial Area, Chromepet",Chromepet Industrial Area,CHGL-10866,12.957334,80.134629,80.134629,12.957334,Half Full
382,W14,CG004,Kelambakkam,"Kelambakkam Bus Stand, Kelambakkam",Kelambakkam Bus Stand,CHGL-10134,12.785455,80.220764,80.220764,12.785455,Half Full
383,W14,CG004,Mambakkam,"Mambakkam Junction, Mambakkam",Mambakkam Junction,CHGL-10312,12.863081,80.118902,80.118902,12.863081,Empty
384,W27,CG004,Singaperumal Koil,"Bus Stand Road, Singaperumal Koil",Bus Stand Road,CHGL-10638,12.835452,80.10444,80.10444,12.835452,Empty
385,W27,CG004,Kelambakkam,"OMR Kelambakkam, Kelambakkam",OMR Kelambakkam,CHGL-10138,12.780242,80.211058,80.211058,12.780242,Half Full
386,W2,CG004,Kelambakkam,"Kelambakkam Market Area, Kelambakkam",Kelambakkam Market Area,CHGL-10119,12.797163,80.210383,80.210383,12.797163,Full
387,W30,CG004,Padappai,"Padappai Market, Padappai",Padappai Market,CHGL-10737,12.959441,80.065253,80.065253,12.959441,Full
388,W5,CG003,Urapakkam,"Urapakkam Market, Urapakkam",Urapakkam Market,CHGL-10497,12.914138,80.10167,80.10167,12.914138,Full
389,W43,CG004,Kelambakkam,"Kelambakkam Bus Stand, Kelambakkam",Kelambakkam Bus Stand,CHGL-10114,12.789253,80.218772,80.218772,12.789253,Full
390,W42,CG006,Vandalur,"Vandalur Main Road, Vandalur",Vandalur Main Road,CHGL-10213,12.895905,80.071158,80.071158,12.895905,Full
391,W3,CG004,Kelambakkam,"Kelambakkam Bus Stand, Kelambakkam",Kelambakkam Bus Stand,CHGL-10144,12.789248,80.216525,80.216525,12.789248,Half Full
392,W8,CG001,Navlur,"Navlur Main Road, Navlur",Navlur Main Road,CHGL-10001,12.857492,80.220881,80.220881,12.857492,Full
393,W48,CG004,Pallavaram,"Pallavaram Market, Pallavaram",Pallavaram Market,CHGL-10956,12.974191,80.144179,80.144179,12.974191,Full
394,W25,CG001,Navlur,"Navlur Lake Road, Navlur",Navlur Lake Road,CHGL-10029,12.861219,80.238967,80.238967,12.861219,Full
395,W21,CG007,Perungalathur,"GST Road Perungalathur, Perungalathur",GST Road Perungalathur,CHGL-10803,12.927152,80.096523,80.096523,12.927152,Half Full
396,W18,CG004,Mambakkam,"Mambakkam Bus Stop, Mambakkam",Mambakkam Bus Stop,CHGL-10321,12.868688,80.116175,80.116175,12.868688,Empty
397,W42,CG007,Perungalathur,"Station Road, Perungalathur",Station Road,CHGL-10799,12.91784,80.101174,80.101174,12.91784,Half Full
398,W24,CG004,Chromepet,"Chromepet Main Road, Chromepet",Chromepet Main Road,CHGL-10894,12.953302,80.134215,80.134215,12.953302,Full
399,W26,CG004,Pallavaram,"Pallavaram Market, Pallavaram",Pallavaram Market,CHGL-10967,12.973738,80.140874,80.140874,12.973738,Empty
400,W49,CG007,Perungalathur,"Market Road, Perungalathur",Market Road,CHGL-10802,12.91072,80.10562,80.10562,12.91072,Empty
401,W37,CG005,Pallavaram,"Pallavaram Junction, Pallavaram",Pallavaram Junction,CHGL-11002,12.978854,80.141698,80.141698,12.978854,Empty
402,W37,CG008,Tambaram,"Tambaram Main Road, Tambaram",Tambaram Main Road,CHGL-10408,12.937168,80.126936,80.126936,12.937168,Full
403,W27,CG005,Pallavaram,"Pallavaram Market, Pallavaram",Pallavaram Market,CHGL-10951,12.980022,80.142872,80.142872,12.980022,Full
404,W11,CG007,Perungalathur,"GST Road Perungalathur, Perungalathur",GST Road Perungalathur,CHGL-10833,12.919983,80.096506,80.096506,12.919983,Half Full
405,W42,CG003,Urapakkam,"Urapakkam Bus Stand, Urapakkam",Urapakkam Bus Stand,CHGL-10515,12.910151,80.09513,80.09513,12.910151,Full
406,W49,CG005,Mambakkam,"Mambakkam Bus Stop, Mambakkam",Mambakkam Bus Stop,CHGL-10288,12.875381,80.113412,80.113412,12.875381,Empty
407,W5,CG005,Maraimalai Nagar,"Market Area, Maraimalai Nagar",Market Area,CHGL-10721,12.796776,80.025658,80.025658,12.796776,Empty
408,W44,CG005,Singaperumal Koil,"Temple Street, Singaperumal Koil",Temple Street,CHGL-10626,12.832648,80.090948,80.090948,12.832648,Half Full
409,W13,CG008,Tambaram,"Selaiyur Main Road, Tambaram",Selaiyur Main Road,CHGL-10420,12.935818,80.122123,80.122123,12.935818,Full
410,W39,CG005,Pallavaram,"GST Road Pallavaram, Pallavaram",GST Road Pallavaram,CHGL-11001,12.972969,80.145172,80.145172,12.972969,Full
411,W14,CG008,Tambaram,"GST Road Tambaram, Tambaram",GST Road Tambaram,CHGL-10480,12.938289,80.134493,80.134493,12.938289,Full
412,W3,CG005,Singaperumal Koil,"Market Road, Singaperumal Koil",Market Road,CHGL-10645,12.831908,80.093589,80.093589,12.831908,Full
413,W4,CG006,Vandalur,"Vandalur Lake Road, Vandalur",Vandalur Lake Road,CHGL-10277,12.902939,80.07231,80.07231,12.902939,Empty
414,W6,CG005,Kelambakkam,"Vandalur-Kelambakkam Road, Kelambakkam",Vandalur-Kelambakkam Road,CHGL-10117,12.781975,80.228981,80.228981,12.781975,Full
415,W46,CG005,Kandigai,"Kandigai Junction, Kandigai",Kandigai Junction,CHGL-10369,12.828873,80.158208,80.158208,12.828873,Half Full
416,W40,CG006,Vandalur,"Vandalur Zoo Road, Vandalur",Vandalur Zoo Road,CHGL-10282,12.894689,80.086554,80.086554,12.894689,Half Full
417,W28,CG005,Thiruporur,"Thiruporur Main Road, Thiruporur",Thiruporur Main Road,CHGL-10155,12.745036,80.180059,80.180059,12.745036,Empty
418,W26,CG003,Urapakkam,"Urapakkam Market, Urapakkam",Urapakkam Market,CHGL-10525,12.902066,80.097045,80.097045,12.902066,Full
419,W3,CG005,Kandigai,"Kandigai Main Road, Kandigai",Kandigai Main Road,CHGL-10380,12.823909,80.159081,80.159081,12.823909,Half Full
420,W29,CG008,Tambaram,"GST Road Tambaram, Tambaram",GST Road Tambaram,CHGL-10426,12.922653,80.129893,80.129893,12.922653,Half Full
421,W37,CG005,Maraimalai Nagar,"Railway Station Road, Maraimalai Nagar",Railway Station Road,CHGL-10681,12.794978,80.038362,80.038362,12.794978,Empty
422,W17,CG005,Pallavaram,"GST Road Pallavaram, Pallavaram",GST Road Pallavaram,CHGL-10996,12.981292,80.140758,80.140758,12.981292,Full
423,W1,CG005,Mambakkam,"Mambakkam Junction, Mambakkam",Mambakkam Junction,CHGL-10291,12.860037,80.107689,80.107689,12.860037,Half Full
424,W5,CG005,Maraimalai Nagar,"Railway Station Road, Maraimalai Nagar",Railway Station Road,CHGL-10688,12.789409,80.038778,80.038778,12.789409,Full
425,W24,CG005,Maraimalai Nagar,"Market Area, Maraimalai Nagar",Market Area,CHGL-10678,12.786102,80.031192,80.031192,12.786102,Full
426,W6,CG005,Guduvanchery,"Guduvanchery Market, Guduvanchery",Guduvanchery Market,CHGL-10585,12.856265,80.053929,80.053929,12.856265,Empty
427,W43,CG005,Pallavaram,"Pallavaram Main Road, Pallavaram",Pallavaram Main Road,CHGL-11032,12.986141,80.152411,80.152411,12.986141,Half Full
428,W45,CG006,Vandalur,"Vandalur Lake Road, Vandalur",Vandalur Lake Road,CHGL-10284,12.902369,80.071502,80.071502,12.902369,Empty
429,W34,CG005,Singaperumal Koil,"Bus Stand Road, Singaperumal Koil",Bus Stand Road,CHGL-10658,12.834807,80.106612,80.106612,12.834807,Full
430,W37,CG005,Guduvanchery,"Guduvanchery Main Road, Guduvanchery",Guduvanchery Main Road,CHGL-10560,12.845903,80.064557,80.064557,12.845903,Full
431,W18,CG005,Chromepet,"Chromepet Industrial Area, Chromepet",Chromepet Industrial Area,CHGL-10865,12.951663,80.143528,80.143528,12.951663,Full
432,W42,CG005,Padappai,"Padappai Market, Padappai",Padappai Market,CHGL-10766,12.941888,80.065939,80.065939,12.941888,Empty
433,W14,CG007,Perungalathur,"Station Road, Perungalathur",Station Road,CHGL-10810,12.924068,80.097817,80.097817,12.924068,Half Full
434,W40,CG008,Tambaram,"Selaiyur Main Road, Tambaram",Selaiyur Main Road,CHGL-10443,12.93047,80.122055,80.122055,12.93047,Empty
435,W8,CG001,Navlur,"Navlur Junction, Navlur",Navlur Junction,CHGL-10012,12.847944,80.226663,80.226663,12.847944,Full
436,W36,CG005,Padappai,"Padappai Main Road, Padappai",Padappai Main Road,CHGL-10786,12.945784,80.056878,80.056878,12.945784,Empty
437,W30,CG003,Urapakkam,"Urapakkam Market, Urapakkam",Urapakkam Market,CHGL-10549,12.902539,80.091168,80.091168,12.902539,Half Full
438,W11,CG001,Navlur,"OMR Service Road, Navlur",OMR Service Road,CHGL-10018,12.862448,80.232964,80.232964,12.862448,Full
439,W26,CG005,Kandigai,"Kandigai Village Road, Kandigai",Kandigai Village Road,CHGL-10401,12.830019,80.15177,80.15177,12.830019,Full
440,W49,CG005,Pallavaram,"Chromepet-Pallavaram Road, Pallavaram",Chromepet-Pallavaram Road,CHGL-11014,12.987541,80.150675,80.150675,12.987541,Full
441,W38,CG005,Padappai,"Padappai Market, Padappai",Padappai Market,CHGL-10773,12.952658,80.051291,80.051291,12.952658,Full
442,W43,CG005,Kelambakkam,"OMR Kelambakkam, Kelambakkam",OMR Kelambakkam,CHGL-10085,12.781911,80.225019,80.225019,12.781911,Full
443,W35,CG005,Maraimalai Nagar,"Maraimalai Nagar Main Road, Maraimalai Nagar",Maraimalai Nagar Main Road,CHGL-10704,12.783466,80.026403,80.026403,12.783466,Half Full
444,W10,CG003,Urapakkam,"Urapakkam Bus Stand, Urapakkam",Urapakkam Bus Stand,CHGL-10529,12.904958,80.105504,80.105504,12.904958,Half Full
445,W6,CG005,Padappai,"Padappai Junction, Padappai",Padappai Junction,CHGL-10788,12.94295,80.050603,80.050603,12.94295,Empty
446,W13,CG005,Chromepet,"GST Road Chromepet, Chromepet",GST Road Chromepet,CHGL-10940,12.969013,80.139246,80.139246,12.969013,Full
447,W4,CG005,Kandigai,"Kandigai Village Road, Kandigai",Kandigai Village Road,CHGL-10367,12.824525,80.143016,80.143016,12.824525,Empty
448,W27,CG005,Kandigai,"Kandigai Junction, Kandigai",Kandigai Junction,CHGL-10398,12.820133,80.142577,80.142577,12.820133,Full
449,W47,CG005,Singaperumal Koil,"GST Road SP Koil, Singaperumal Koil",GST Road SP Koil,CHGL-10660,12.826513,80.092275,80.092275,12.826513,Full
450,W23,CG005,Kelambakkam,"OMR Kelambakkam, Kelambakkam",OMR Kelambakkam,CHGL-10080,12.794181,80.228901,80.228901,12.794181,Full
451,W23,CG005,Guduvanchery,"Guduvanchery Junction, Guduvanchery",Guduvanchery Junction,CHGL-10558,12.846908,80.052762,80.052762,12.846908,Full
452,W4,CG005,Pallavaram,"Pallavaram Junction, Pallavaram",Pallavaram Junction,CHGL-11019,12.980581,80.153202,80.153202,12.980581,Half Full
453,W41,CG005,Pallavaram,"Pallavaram Junction, Pallavaram",Pallavaram Junction,CHGL-11024,12.988857,80.147714,80.147714,12.988857,Empty
454,W40,CG005,Guduvanchery,"GST Road Guduvanchery, Guduvanchery",GST Road Guduvanchery,CHGL-10615,12.863952,80.056976,80.056976,12.863952,Half Full
455,W40,CG008,Tambaram,"Irumbuliyur Road, Tambaram",Irumbuliyur Road,CHGL-10444,12.922571,80.131803,80.131803,12.922571,Empty
456,W30,CG005,Thiruporur,"Thiruporur Bazaar, Thiruporur",Thiruporur Bazaar,CHGL-10168,12.747319,80.184675,80.184675,12.747319,Half Full
457,W9,CG005,Thiruporur,"GST Road Thiruporur, Thiruporur",GST Road Thiruporur,CHGL-10180,12.745254,80.199709,80.199709,12.745254,Empty
458,W32,CG005,Pallavaram,"Chromepet-Pallavaram Road, Pallavaram",Chromepet-Pallavaram Road,CHGL-10992,12.974558,80.150823,80.150823,12.974558,Half Full
459,W39,CG006,Vandalur,"Vandalur Main Road, Vandalur",Vandalur Main Road,CHGL-10262,12.902481,80.088301,80.088301,12.902481,Empty
460,W10,CG006,Vandalur,"Vandalur Main Road, Vandalur",Vandalur Main Road,CHGL-10255,12.906808,80.075964,80.075964,12.906808,Half Full
461,W23,CG005,Singaperumal Koil,"Market Road, Singaperumal Koil",Market Road,CHGL-10670,12.838289,80.100669,80.100669,12.838289,Full
462,W10,CG003,Urapakkam,"Urapakkam Junction, Urapakkam",Urapakkam Junction,CHGL-10502,12.910748,80.093373,80.093373,12.910748,Full
463,W45,CG006,Vandalur,"Urapakkam-Vandalur Road, Vandalur",Urapakkam-Vandalur Road,CHGL-10283,12.894044,80.087125,80.087125,12.894044,Full
464,W28,CG008,Tambaram,"Tambaram Sanatorium, Tambaram",Tambaram Sanatorium,CHGL-10479,12.927824,80.137103,80.137103,12.927824,Empty
465,W35,CG005,Pallavaram,"Chromepet-Pallavaram Road, Pallavaram",Chromepet-Pallavaram Road,CHGL-10949,12.970023,80.146292,80.146292,12.970023,Full
466,W7,CG005,Pallavaram,"Pallavaram Market, Pallavaram",Pallavaram Market,CHGL-10981,12.98446,80.158056,80.158056,12.98446,Empty
467,W33,CG008,Tambaram,"Selaiyur Main Road, Tambaram",Selaiyur Main Road,CHGL-10407,12.93915,80.12808,80.12808,12.93915,Full
468,W47,CG005,Kelambakkam,"Kelambakkam Market Area, Kelambakkam",Kelambakkam Market Area,CHGL-10113,12.782579,80.21305,80.21305,12.782579,Full
469,W34,CG006,Vandalur,"Vandalur Main Road, Vandalur",Vandalur Main Road,CHGL-10222,12.907817,80.070128,80.070128,12.907817,Full
470,W47,CG003,Urapakkam,"Urapakkam Bus Stand, Urapakkam",Urapakkam Bus Stand,CHGL-10516,12.910472,80.093284,80.093284,12.910472,Full
471,W23,CG005,Pallavaram,"Pallavaram Junction, Pallavaram",Pallavaram Junction,CHGL-11004,12.973522,80.150441,80.150441,12.973522,Full
472,W13,CG005,Padappai,"Padappai Market, Padappai",Padappai Market,CHGL-10756,12.959593,80.065485,80.065485,12.959593,Full
473,W29,CG006,Vandalur,"Urapakkam-Vandalur Road, Vandalur",Urapakkam-Vandalur Road,CHGL-10250,12.908514,80.074749,80.074749,12.908514,Half Full
474,W44,CG006,Vandalur,"Vandalur Zoo Road, Vandalur",Vandalur Zoo Road,CHGL-10245,12.898402,80.077878,80.077878,12.898402,Full
475,W8,CG001,Navlur,"Navlur Junction, Navlur",Navlur Junction,CHGL-10008,12.860907,80.238795,80.238795,12.860907,Full
476,W22,CG005,Mambakkam,"Mambakkam Main Road, Mambakkam",Mambakkam Main Road,CHGL-10329,12.865553,80.100044,80.100044,12.865553,Full
477,W46,CG005,Thiruporur,"Mamallapuram Road, Thiruporur",Mamallapuram Road,CHGL-10178,12.741411,80.196569,80.196569,12.741411,Full
478,W33,CG006,Vandalur,"Vandalur Lake Road, Vandalur",Vandalur Lake Road,CHGL-10241,12.904782,80.071832,80.071832,12.904782,Empty
479,W20,CG005,Guduvanchery,"Guduvanchery Market, Guduvanchery",Guduvanchery Market,CHGL-10582,12.857543,80.051962,80.051962,12.857543,Half Full
480,W28,CG006,Vandalur,"Vandalur Main Road, Vandalur",Vandalur Main Road,CHGL-10221,12.903745,80.082365,80.082365,12.903745,Half Full
481,W45,CG005,Padappai,"Padappai Market, Padappai",Padappai Market,CHGL-10746,12.955442,80.056156,80.056156,12.955442,Half Full
482,W15,CG005,Mambakkam,"GST Road Mambakkam, Mambakkam",GST Road Mambakkam,CHGL-10318,12.864152,80.113004,80.113004,12.864152,Half Full
483,W34,CG006,Vandalur,"GST Road Vandalur, Vandalur",GST Road Vandalur,CHGL-10232,12.909339,80.087854,80.087854,12.909339,Full
484,W47,CG005,Kelambakkam,"OMR Kelambakkam, Kelambakkam",OMR Kelambakkam,CHGL-10123,12.784084,80.22403,80.22403,12.784084,Half Full
485,W18,CG005,Singaperumal Koil,"Bus Stand Road, Singaperumal Koil",Bus Stand Road,CHGL-10628,12.821485,80.09442,80.09442,12.821485,Half Full
486,W26,CG008,Tambaram,"Irumbuliyur Road, Tambaram",Irumbuliyur Road,CHGL-10474,12.921882,80.123964,80.123964,12.921882,Half Full
487,W16,CG007,Perungalathur,"GST Road Perungalathur, Perungalathur",GST Road Perungalathur,CHGL-10811,12.926186,80.091541,80.091541,12.926186,Full
488,W36,CG005,Guduvanchery,"Guduvanchery Junction, Guduvanchery",Guduvanchery Junction,CHGL-10587,12.859756,80.061288,80.061288,12.859756,Half Full
489,W41,CG006,Vandalur,"Urapakkam-Vandalur Road, Vandalur",Urapakkam-Vandalur Road,CHGL-10243,12.893707,80.072458,80.072458,12.893707,Empty
490,W50,CG001,Navlur,"OMR Service Road, Navlur",OMR Service Road,CHGL-10053,12.85822,80.230466,80.230466,12.85822,Half Full
491,W27,CG005,Thiruporur,"Mamallapuram Road, Thiruporur",Mamallapuram Road,CHGL-10171,12.740376,80.181671,80.181671,12.740376,Full
492,W7,CG005,Thiruporur,"Thiruporur Bazaar, Thiruporur",Thiruporur Bazaar,CHGL-10158,12.754917,80.194225,80.194225,12.754917,Half Full
493,W11,CG005,Singaperumal Koil,"GST Road SP Koil, Singaperumal Koil",GST Road SP Koil,CHGL-10659,12.839599,80.094728,80.094728,12.839599,Half Full
494,W24,CG001,Navlur,"Navlur Main Road, Navlur",Navlur Main Road,CHGL-10007,12.851326,80.239645,80.239645,12.851326,Full
495,W25,CG005,Chromepet,"GST Road Chromepet, Chromepet",GST Road Chromepet,CHGL-10918,12.965758,80.146841,80.146841,12.965758,Full
496,W11,CG006,Vandalur,"Vandalur Lake Road, Vandalur",Vandalur Lake Road,CHGL-10224,12.907764,80.089771,80.089771,12.907764,Full
497,W34,CG005,Mambakkam,"Mambakkam Junction, Mambakkam",Mambakkam Junction,CHGL-10286,12.861282,80.109589,80.109589,12.861282,Empty
498,W50,CG005,Guduvanchery,"Guduvanchery Junction, Guduvanchery",Guduvanchery Junction,CHGL-10596,12.84996,80.062943,80.062943,12.84996,Full
499,W50,CG005,Thiruporur,"Thiruporur Bazaar, Thiruporur",Thiruporur Bazaar,CHGL-10164,12.751033,80.195002,80.195002,12.751033,Half Full
500,W32,CG008,Tambaram,"East Tambaram, Tambaram",East Tambaram,CHGL-10413,12.930387,80.12781,80.12781,12.930387,Full
501,W49,CG006,Chromepet,"Chromepet Market, Chromepet",Chromepet Market,CHGL-10867,12.965127,80.137828,80.137828,12.965127,Half Full
502,W21,CG006,Kelambakkam,"Kelambakkam Market Area, Kelambakkam",Kelambakkam Market Area,CHGL-10129,12.790274,80.214819,80.214819,12.790274,Full
503,W17,CG006,Singaperumal Koil,"GST Road SP Koil, Singaperumal Koil",GST Road SP Koil,CHGL-10644,12.83991,80.09229,80.09229,12.83991,Empty
504,W40,CG003,Urapakkam,"Urapakkam Bus Stand, Urapakkam",Urapakkam Bus Stand,CHGL-10543,12.913562,80.096642,80.096642,12.913562,Empty
505,W18,CG006,Vandalur,"Vandalur Zoo Road, Vandalur",Vandalur Zoo Road,CHGL-10252,12.895356,80.080929,80.080929,12.895356,Empty
506,W33,CG003,Urapakkam,"Urapakkam Main Road, Urapakkam",Urapakkam Main Road,CHGL-10527,12.910789,80.101268,80.101268,12.910789,Half Full
507,W33,CG006,Kelambakkam,"Kelambakkam Market Area, Kelambakkam",Kelambakkam Market Area,CHGL-10082,12.792054,80.221493,80.221493,12.792054,Half Full
508,W12,CG006,Thiruporur,"Mamallapuram Road, Thiruporur",Mamallapuram Road,CHGL-10152,12.758181,80.183339,80.183339,12.758181,Half Full
509,W28,CG007,Perungalathur,"GST Road Perungalathur, Perungalathur",GST Road Perungalathur,CHGL-10817,12.922245,80.091585,80.091585,12.922245,Half Full
510,W29,CG005,Maraimalai Nagar,"GST Road Maraimalai Nagar, Maraimalai Nagar",GST Road Maraimalai Nagar,CHGL-10691,12.795571,80.036129,80.036129,12.795571,Empty
511,W10,CG007,Perungalathur,"Perungalathur Junction, Perungalathur",Perungalathur Junction,CHGL-10848,12.9292,80.106695,80.106695,12.9292,Half Full
512,W26,CG003,Urapakkam,"Urapakkam Bus Stand, Urapakkam",Urapakkam Bus Stand,CHGL-10498,12.914518,80.093292,80.093292,12.914518,Empty
513,W24,CG006,Mambakkam,"Mambakkam Junction, Mambakkam",Mambakkam Junction,CHGL-10323,12.860281,80.11975,80.11975,12.860281,Full
514,W20,CG006,Chromepet,"Chromepet Main Road, Chromepet",Chromepet Main Road,CHGL-10856,12.958014,80.141136,80.141136,12.958014,Empty
515,W4,CG008,Tambaram,"East Tambaram, Tambaram",East Tambaram,CHGL-10412,12.930669,80.135891,80.135891,12.930669,Empty
516,W22,CG006,Singaperumal Koil,"Market Road, Singaperumal Koil",Market Road,CHGL-10621,12.834612,80.093593,80.093593,12.834612,Full
517,W4,CG006,Kelambakkam,"Kelambakkam Main Road, Kelambakkam",Kelambakkam Main Road,CHGL-10148,12.799435,80.225021,80.225021,12.799435,Full
518,W18,CG007,Perungalathur,"Market Road, Perungalathur",Market Road,CHGL-10830,12.928947,80.091185,80.091185,12.928947,Full
519,W36,CG006,Kelambakkam,"OMR Kelambakkam, Kelambakkam",OMR Kelambakkam,CHGL-10077,12.790939,80.227989,80.227989,12.790939,Half Full
520,W12,CG003,Urapakkam,"Urapakkam Junction, Urapakkam",Urapakkam Junction,CHGL-10509,12.902173,80.104696,80.104696,12.902173,Half Full
521,W50,CG006,Vandalur,"Urapakkam-Vandalur Road, Vandalur",Urapakkam-Vandalur Road,CHGL-10246,12.890683,80.070461,80.070461,12.890683,Empty
522,W46,CG005,Maraimalai Nagar,"Maraimalai Nagar Main Road, Maraimalai Nagar",Maraimalai Nagar Main Road,CHGL-10696,12.781318,80.030189,80.030189,12.781318,Half Full
523,W16,CG006,Chromepet,"Bus Depot Road, Chromepet",Bus Depot Road,CHGL-10904,12.961771,80.132196,80.132196,12.961771,Empty
524,W34,CG006,Pallavaram,"Pallavaram Market, Pallavaram",Pallavaram Market,CHGL-10966,12.972832,80.150845,80.150845,12.972832,Empty
525,W11,CG006,Singaperumal Koil,"Market Road, Singaperumal Koil",Market Road,CHGL-10646,12.831032,80.091573,80.091573,12.831032,Half Full
526,W27,CG005,Maraimalai Nagar,"Market Area, Maraimalai Nagar",Market Area,CHGL-10731,12.780899,80.020229,80.020229,12.780899,Full
527,W47,CG003,Urapakkam,"GST Road Urapakkam, Urapakkam",GST Road Urapakkam,CHGL-10538,12.918922,80.104341,80.104341,12.918922,Full
528,W3,CG006,Guduvanchery,"Guduvanchery Market, Guduvanchery",Guduvanchery Market,CHGL-10557,12.845256,80.056305,80.056305,12.845256,Full
529,W39,CG006,Vandalur,"Vandalur Zoo Road, Vandalur",Vandalur Zoo Road,CHGL-10248,12.906183,80.079887,80.079887,12.906183,Full
530,W24,CG001,Navlur,"Navlur Junction, Navlur",Navlur Junction,CHGL-10066,12.863734,80.230028,80.230028,12.863734,Half Full
531,W25,CG008,Tambaram,"East Tambaram, Tambaram",East Tambaram,CHGL-10459,12.932639,80.137678,80.137678,12.932639,Half Full
532,W49,CG006,Padappai,"Padappai Junction, Padappai",Padappai Junction,CHGL-10787,12.943287,80.050926,80.050926,12.943287,Empty
533,W11,CG005,Maraimalai Nagar,"Railway Station Road, Maraimalai Nagar",Railway Station Road,CHGL-10690,12.79325,80.028468,80.028468,12.79325,Full
534,W41,CG001,Navlur,"Navlur Junction, Navlur",Navlur Junction,CHGL-10011,12.861091,80.224741,80.224741,12.861091,Empty
535,W24,CG005,Maraimalai Nagar,"Maraimalai Nagar Main Road, Maraimalai Nagar",Maraimalai Nagar Main Road,CHGL-10732,12.794735,80.035646,80.035646,12.794735,Full
536,W31,CG006,Padappai,"Padappai Market, Padappai",Padappai Market,CHGL-10774,12.953672,80.069517,80.069517,12.953672,Full
537,W48,CG006,Singaperumal Koil,"Temple Street, Singaperumal Koil",Temple Street,CHGL-10675,12.829422,80.108948,80.108948,12.829422,Empty
538,W16,CG005,Maraimalai Nagar,"Maraimalai Nagar Main Road, Maraimalai Nagar",Maraimalai Nagar Main Road,CHGL-10706,12.795692,80.029864,80.029864,12.795692,Full
539,W19,CG006,Padappai,"Padappai Market, Padappai",Padappai Market,CHGL-10748,12.940734,80.064873,80.064873,12.940734,Empty
540,W24,CG006,Thiruporur,"Thiruporur Main Road, Thiruporur",Thiruporur Main Road,CHGL-10179,12.748792,80.188408,80.188408,12.748792,Half Full
541,W33,CG006,Padappai,"Padappai Market, Padappai",Padappai Market,CHGL-10789,12.957289,80.051361,80.051361,12.957289,Empty
542,W17,CG007,Perungalathur,"GST Road Perungalathur, Perungalathur",GST Road Perungalathur,CHGL-10842,12.923566,80.10779,80.10779,12.923566,Half Full
543,W6,CG007,Perungalathur,"Station Road, Perungalathur",Station Road,CHGL-10828,12.916319,80.104159,80.104159,12.916319,Half Full
